,time,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,MACD,MACD_Signal,RSI,Stoch,Stoch_Signal,BB_High,BB_Low,BB_Mid,ATR,OBV,Force_Index,Conversion_Line,Base_Line,Leading_Span_A,Leading_Span_B,Lagging_Span,Fib_Level 0.0,Fib_Level 0.236,Fib_Level 0.382,Fib_Level 0.5,Fib_Level 0.618,Fib_Level 0.786,Fib_Level 1.0
15,2024-06-24,57.53,58.46,57.19,57.19,2153682,,,,,,25.253540099255474,0.0,7.317886242218081,,,,0.8249489795918382,-6446554,-331027.6348920329,58.43,,,,58.53,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
16,2024-06-25,57.32,57.99,57.19,57.19,1567779,,,,,,25.253540099255474,0.0,4.03321470937133,,,,0.8231669096209929,-4878775,-283737.97276459966,58.394999999999996,,,,59.67,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
17,2024-06-26,57.46,57.73,56.99,56.99,1709970,,,,,,23.42364342044864,0.0,0.0,,,,0.8172264160766359,-6588745,-292060.26236965583,58.295,,,,60.67,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
18,2024-06-27,56.99,57.53,56.99,56.99,1425080,,,,,,23.42364342044864,0.0,0.0,,,,0.797424529214019,-5163665,-250337.3677454193,58.095,,,,59.33,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
19,2024-06-28,57.53,57.53,56.86,56.99,1114085,58.275,,57.96598676059855,,,23.42364342044864,4.626334519573041,1.5421115065243471,60.070934297239184,56.47906570276081,58.275,0.7883227771273035,-4049580,-214574.88663893085,58.03,,,,58.13,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
20,2024-07-01,57.39,57.66,56.99,57.59,1180816,58.204499999999996,,57.9301784976844,,,39.77507775398698,25.97864768683286,10.201660735468634,59.991737812939284,56.41726218706071,58.204499999999996,0.7798711501896386,-2868764,-82708.53140479766,57.695,,,,58.39,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
21,2024-07-02,57.99,59.4,57.66,59.0,2428337,58.188,,58.032066259809696,,,60.90301090720563,78.10218978102186,36.23572399580926,59.939097941292836,56.43690205870717,58.188,0.8534517823189498,-440427,418243.42593874363,58.129999999999995,,,,58.66,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
22,2024-07-03,58.86,59.33,58.73,59.2,2252635,58.178,,58.14329804458973,,,62.89161524942834,85.40145985401466,63.16076577395646,59.903393868077664,56.45260613192233,58.178,0.835348083581882,1812208,422855.3650903526,58.129999999999995,,,,58.39,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
23,2024-07-04,59.26,60.0,58.86,58.86,3062719,58.14450000000001,,58.21155537367642,,,57.53409342083505,63.694267515923556,75.73263905032003,59.78764911070177,56.501350889298244,58.14450000000001,0.8571089347546047,-1250511,213686.8186488722,58.43,,,,58.66,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
24,2024-07-05,58.93,59.67,58.86,58.86,1849175,58.1275,,58.27331200475486,,,57.53409342083505,63.694267515923556,70.92999829528726,59.73322569263869,56.521774307361305,58.1275,0.8537440108435617,598664,183160.1302704619,58.43,,,,58.73,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
25,2024-07-08,58.86,59.33,58.33,58.33,1145562,58.101,,58.27871086144487,-0.05504753451062783,,49.85597611113855,46.81528662420378,58.06794055201696,59.6746695968341,56.5273304031659,58.101,0.8641908672118788,-546898,70258.9888032529,58.43,58.43,,,59.87,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
26,2024-07-09,58.53,59.13,57.99,58.93,1551172,58.13099999999999,,58.34073839845012,0.0011958192965195735,,56.872803048767814,65.92356687898089,58.81104033970274,59.74338829070419,56.5186117092958,58.13099999999999,0.8838915195538875,1004274,193179.5904027885,58.43,58.43,,,58.86,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
27,2024-07-10,59.06,59.67,58.86,59.26,1725458,58.1275,,58.428287122407255,0.07157228374033053,,60.1737487864188,76.43312101910823,63.057324840764295,59.729734377361815,56.52526562263818,58.1275,0.8786135538714671,2729732,246925.5260595326,58.43,58.43,,,58.6,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
28,2024-07-11,59.26,59.47,58.93,58.93,1446841,58.11750000000001,,58.476069301225614,0.09957011447276898,,55.59148475273953,65.92356687898089,69.42675159235667,59.69691603132298,56.538083968677036,58.11750000000001,0.8544268714520766,1282891,143442.2323367426,58.495000000000005,58.43,,,58.93,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
29,2024-07-12,59.0,59.26,58.6,58.6,1374637,58.120999999999995,,58.48787222491841,0.094046248357472,,51.378058349983405,55.41401273885356,65.9235668789809,59.70436224535006,56.53763775464993,58.120999999999995,0.840539237776928,-91746,58146.16914577972,58.83,58.43,,,59.4,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
30,2024-07-15,58.6,59.06,58.53,58.53,1174084,58.13449999999999,,58.4918843939738,0.08306263532289648,,50.50364130594051,53.18471337579622,58.17409766454356,59.72695062717811,56.542049372821864,58.13449999999999,0.8183578636500046,-1265830,38098.73355352543,58.995000000000005,58.43,,,60.74,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
31,2024-07-16,58.6,59.26,58.6,58.8,1535446,58.161500000000004,,58.52122873740487,0.09504911929496984,,53.77176613038014,61.78343949044578,56.79405520169852,59.77965048743929,56.54334951256072,58.161500000000004,0.812046587675004,269616,91880.40304587806,58.995000000000005,58.43,,,62.07,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
32,2024-07-17,59.4,60.2,58.53,58.86,3365241,58.208000000000006,,58.55349266717583,0.10814338315577743,,54.490877274135485,59.88023952095802,58.282797462400005,59.85014006710756,56.56585993289245,58.208000000000006,0.8733289742696467,3634857,107599.55403932516,59.095,58.53,,,61.81,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
33,2024-07-18,59.06,59.4,58.8,58.86,1653687,58.2745,,58.582683841730514,0.1171700185663127,0.07020570331136833,54.490877274135485,58.255451713395544,59.973043574933115,59.90913115105519,56.639868848944815,58.2745,0.8538054761075292,5288544,92228.18917656442,59.095,58.53,,,61.81,52.0,55.9176,58.3412,60.3,62.258799999999994,65.04759999999999,68.6
